transID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
VPXA863X1W45CE,dki,Artanto Manullang,M,1987,JAK.26,Rawamangun - Duren Sawit,1,B02077P,Koperasi Serba Usaha,-6.222036,106.89954,38,4/7/2023 16:18,B03135P,RS Duren Sawit 2,-6.232262,106.91019,49,4/7/2023 18:02,0
JSHI613O8Q04ZE,dki,Puti Siregar,M,1976,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,1,B01677P,Jln. Teluk Mandar 2,-6.238944,106.91004,21,4/7/2023 17:06,B03289P,Rusun Pondok Bambu,-6.241583,106.91085,22,4/7/2023 18:46,0
XPPJ139R6H26WD,bni,"Gamblang Pradipta, M.Farm",M,2004,5F,Kampung Melayu - Tanah Abang,1,B00115P,UPT. LLHD 2,-6.225501,106.83489,16,4/7/2023 17:55,B03318P,Sawo Kecik Raya,-6.224852,106.85489,21,4/7/2023 19:12,3500
QGZG326Z0J11YM,dki,Rina Saragih,M,1984,JAK.73,Jambore Cibubur - Pasar Rebo,0,B04720P,Simpang Belly 1,-6.332931,106.86756,12,4/7/2023 17:32,B04721P,Simpang Belly 2,-6.332179,106.86749,13,4/7/2023 18:46,0
FQND778K5E97EJ,bni,Daliono Adriansyah,F,2012,,Tanjung Priok - Pluit,1,P00069,Gedong Panjang,-6.132617,106.80596,3,4/7/2023 16:52,P00171,Permai Koja Arah Utara,-6.11413,106.89309,18,4/7/2023 17:51,3500
FXZL646D2H82HO,dki,"Drs. Iriana Lazuardi, S.Pt",F,1981,JAK.32,Lebak Bulus - Petukangan,0,B02517P,Mushola Nurul Huda Petukangan,-6.247018,106.75185,38,4/7/2023 17:47,B01361P,Jln. Manunggal II Petukangan,-6.245931,106.7519,39,4/7/2023 19:18,0
BYNZ057R5I56KT,dki,Balangga Permadi,F,2011,3F,Kalideres - Gelora Bung Karno,1,P00282,Grogol 2 Arah Selatan,-6.167435,106.78856,10,4/7/2023 16:20,P00212,S Parman Podomoro City Arah Timur,-6.175799,106.79308,11,4/7/2023 17:41,3500
QGZX772S6U69HM,dki,H. Jagaraga Prastuti,F,1967,JAK.50,Kalideres - Puri Kembangan,1,B05452P,St. Kalideres,-6.166146,106.70466,41,4/7/2023 17:32,B01104P,Jln. H. Hamid Semanan,-6.162457,106.70515,44,4/7/2023 18:24,0
PFAD828X6S69ML,flazz,"KH. Paiman Maheswara, S.I.Kom",M,1969,,,1,B01762P,Jembatan Pintu Satu,-6.300382,106.88363,2,4/7/2023 16:48,,,,,,,3500
GAJP739J3H29NC,dki,Dr. Juli Megantara,M,1984,2P,Gondangdia - Senen,0,B03201P,RSPAD 3,-6.175462,106.83922,11,4/7/2023 16:59,B05725P,Term. Senen,-6.17356,106.84213,14,4/7/2023 18:50,3500
ATAT331Q3L61JB,emoney,Gandi Salahudin,F,1990,JAK.29,Tanjung Priok - Sukapura,0,B03075P,Ramayana Semper,-6.127723,106.91711,21,4/7/2023 17:02,B04963P,Simpang Labu Cemara,-6.116082,106.91503,30,4/7/2023 18:46,0
ORXJ547C0Y80NJ,dki,Devi Pangestu,M,1994,3C,Rusun Kapuk Muara - Penjaringan,1,P00170,Penjaringan,-6.126306,106.79203,0,4/7/2023 17:58,B03277P,Rusun Kapuk Muara,-6.135667,106.76299,1,4/7/2023 19:30,0
NKLK305S3C93CY,dki,"Karimah Pangestu, S.Kom",M,1968,JAK.48A,Stasiun Tebet - Rusun Karet Tengsin,0,B02122P,Lapangan Ros,-6.225111,106.8546,2,4/7/2023 16:03,B01444P,Jln. Pam Baru,-6.204796,106.80946,24,4/7/2023 17:38,
XRWW761B8X33MN,flazz,"Tgk. Talia Mangunsong, S.E.I",M,1979,,Ragunan - Gelora Bung Karno,0,,Masjid Agung,-6.236483,106.79845,13,4/7/2023 16:06,P00071,Gelora Bung Karno,-6.224217,106.8058,15,4/7/2023 17:31,3500
FFIX549I9K27YR,brizzi,"Cahyo Hutagalung, S.Pt",M,1989,JAK.06,Kampung Rambutan - Pondok Gede,1,B02029P,Komplek Dirgantara III Halim PK,-6.284809,106.90458,48,4/7/2023 17:50,B02929P,Pondok Molek,-6.284344,106.90862,50,4/7/2023 19:42,0
PVTP797C0Z48GW,dki,Cakrawangsa Permadi,F,2010,JAK.45,Lebak Bulus - Ragunan,0,B03923P,Sbr. Kel. Lebak Bulus,-6.303113,106.7847,10,4/7/2023 17:44,B03819P,Sbr. Jln. Pondok Labu 1A,-6.301876,106.79244,14,4/7/2023 19:37,0
DEQJ473S6W85NW,dki,Hasta Anggriawan,F,2000,8K,Batusari - Grogol,0,B02048P,Komplek Kodam Jaya Kb. Jeruk,-6.197819,106.77097,5,4/7/2023 17:34,B05176P,Simpang Tj. Duren Raya,-6.173776,106.78377,18,4/7/2023 18:43,3500
LGZX630G1P06HB,dki,Gandi Suartini,F,1988,,,0,B03865P,Sbr. Jln. Taman Enau,-6.232561,106.93361,39,4/7/2023 17:35,B02978P,Pospol Pondok Kelapa,-6.238776,106.93434,42,4/7/2023 18:39,0
ENYQ627X9L82LQ,emoney,Jelita Maryadi,M,1976,12B,Pluit - Senen,0,B02886P,Pluit 1,-6.115636,106.7909,0,4/7/2023 17:04,P00123,Landmark Pluit Auto Plaza,-6.125258,106.79971,4,4/7/2023 18:46,3500
SIBV558L6P17XW,dki,"Hj. Vera Narpati, S.Kom",M,1989,7C,Cibubur - BKN,0,B00248P,Cibubur Junction,-6.368735,106.89366,0,4/7/2023 17:53,P00016,BKN,-6.257751,106.87,1,4/7/2023 19:18,3500
LTLV159F6M02UP,dki,"R. Lili Permata, S.E.",F,2012,JAK.110A,Rusun Marunda - Terminal Terpadu Pulo Gebang,0,B03827P,Sbr. Jln. Rorotan V Gg. 1,-6.136168,106.95481,25,4/7/2023 17:03,B04086P,Sbr. Mesindo Tekninesia,-6.153361,106.95544,41,4/7/2023 18:58,0
XUJE613C3G12LM,brizzi,Cemani Lazuardi,F,1990,JAK.46,Pasar Minggu - Jagakarsa,1,B01170P,Jln. Jatipadang Poncol,-6.297767,106.83089,15,4/7/2023 16:28,B02868P,Plaza Oleos,-6.29771,106.82965,20,4/7/2023 17:42,0
GNWU083X1T50QN,dki,Tira Saptono,M,2010,S21,Ciputat - CSW,1,B05232P,Situ Gintung 1,-6.300534,106.76234,19,4/7/2023 16:25,,Pom Bensin Ciputat,-6.321313,106.74627,27,4/7/2023 17:20,3500
MNOT100H8U69LI,dki,"Sutan Rosman Laksita, S.I.Kom",F,1994,4,Pulo Gadung 2 - Tosari,1,P00188,Pramuka BPKP,-6.192192,106.87401,8,4/7/2023 16:51,P00014,Bermis,-6.178203,106.89859,12,4/7/2023 18:18,3500
CJYA692N0U28HJ,brizzi,Unjani Usamah,F,2003,M12,Sunter Boulevard Barat - Penjaringan,1,P00138,Museum Fatahillah,-6.13393,106.81209,4,4/7/2023 17:31,P00076,Gunung Sahari Mangga Dua,-6.136817,106.83237,8,4/7/2023 19:25,3500
MWCH156O9H63NN,emoney,KH. Karma Pudjiastuti,M,1972,1N,Tanah Abang - Blok M,1,B00694P,Grand Sahid,-6.210975,106.82059,9,4/7/2023 17:20,B04728P,Simpang Blok A,-6.187214,106.81611,19,4/7/2023 18:54,3500
JRAD698V2Q09CA,emoney,Tgk. Cagak Zulaika,F,1993,D32,Cinere - Bundaran Senayan,1,B06645P,Kantor Lurah Gandul,-6.34007,106.79381,2,4/7/2023 16:53,B06646P,Jln. Cinere Raya 2,-6.33358,106.78281,3,4/7/2023 18:07,20000
KLKP751B0D76RZ,dki,Marsito Anggriawan,M,1992,M7,Kampung Rambutan - Monas,1,P00066,Gatot Subroto Jamsostek Arah Timur,-6.232602,106.82162,8,4/7/2023 17:14,P00247,Tanah Merdeka Arah Timur,-6.307866,106.87389,25,4/7/2023 18:35,3500
MJTP696V6L64KR,emoney,Dewi Gunawan,M,1975,JAK.27,Pulo Gebang - Rorotan,1,B05937P,YPI Asyaadah,-6.191129,106.94382,34,4/7/2023 17:46,B01289P,Jln. Komarudin Timur Lingkar Timur,-6.196226,106.94401,37,4/7/2023 18:46,0
UECW588P3I34JK,dki,Hamzah Zulaika,M,1986,JAK.18,Kalibata - Kuningan,1,B03334P,SDN 01 02 03,-6.219572,106.845492,7,4/7/2023 16:45,B03570P,Sbr. Gg. Trijaya IV Timur,-6.232282,106.85287,30,4/7/2023 17:41,0
ILLY363T5R05UN,emoney,drg. Zamira Nurdiyanti,M,1979,13,Ciledug - Tendean,1,P00198,Puri Beta 2,-6.230532,106.72371,12,4/7/2023 16:47,P00034,CBD Ciledug,-6.223629,106.70904,13,4/7/2023 17:54,3500
ALVX424W3U05WN,brizzi,drg. Luluh Pradipta,F,2004,JAK.51,Taman Kota - Budi Luhur,1,B01089P,Jln. H Briti B,-6.186247,106.75508,14,4/7/2023 16:17,B05543P,Sulaiman,-6.236379,106.74545,47,4/7/2023 17:09,0
PFBR729F9J76OB,brizzi,"Daliono Maheswara, S.Pd",F,2012,2F,Rusun Cakung Barat - Pulo Gadung,1,B03298P,Rusun Tipar Cakung,-6.171493,106.93731,1,4/7/2023 17:11,B06182P,Sbr. SMK Nurul Huda,-6.176843,106.93604,2,4/7/2023 18:44,0
QHKM609P9W13YP,emoney,"Dt. Karsa Nasyidah, M.Kom.",F,1990,JAK.48A,Stasiun Tebet - Rusun Karet Tengsin,0,B03395P,Pal Batu 3,-6.225075,106.84149,5,4/7/2023 17:42,B01904P,Kel. Benhil,-6.201552,106.80809,21,4/7/2023 18:49,
TVRJ018E9F78FB,dki,dr. Baktiadi Hidayanto,M,1993,S11,BSD - Jelambar,0,B05701P,Term. BSD,-6.306375,106.68536,0,4/7/2023 17:20,B05902P,WTC Matahari 1,-6.266812,106.65449,10,4/7/2023 19:15,3500
ENAO417F6E65US,brizzi,Baktiono Prakasa,F,1981,6U,Blok M - Pasar Minggu,1,B05899P,Wolter Monginsidi,-6.238799,106.81376,23,4/7/2023 16:53,B05744P,Tirtayasa 1,-6.239279,106.80756,26,4/7/2023 18:31,3500
QRPZ907S5G19FP,online,Puspa Sihombing,F,2012,9D,Pasar Minggu - Tanah Abang,0,B05688P,Tegal Parang 2,-6.238571,106.83054,24,4/7/2023 17:55,,,,,,,3500
FMBG637F5G37SG,dki,Mutia Latupono,M,2002,11D,Pulo Gebang - Pulo Gadung 2 via PIK,0,P00258,Tipar Cakung,-6.183387,106.92463,31,4/7/2023 17:52,P00191,PTC Pulo Gadung,-6.182622,106.91561,32,4/7/2023 19:15,3500
KDAW925E6V42JM,dki,"Wawan Sudiati, S.IP",F,2007,JAK.51,Taman Kota - Budi Luhur,1,B01195P,Jln. Kampung Baru,-6.170069,106.74932,7,4/7/2023 17:23,B02788P,Perum Kedoya Garden,-6.1806,106.75004,12,4/7/2023 19:01,0
QGAK825K0M01XE,bni,"Gangsa Wijayanti, M.Kom.",M,1990,1E,Pondok Labu - Blok M,1,B00695P,Grand Wijaya Dharmawangsa,-6.254752,106.80034,4,4/7/2023 17:27,B00295P,Dapsus 1,-6.301135,106.79484,17,4/7/2023 18:23,3500
RTIW690N9U48BA,dki,Ajeng Pradipta,M,1975,10,Tanjung Priok - PGC 2,0,P00033,Cawang UKI,-6.250309,106.8736,19,4/7/2023 17:37,P00016,BKN,-6.257751,106.87,20,4/7/2023 19:14,3500
HKOK599H7W31AK,flazz,"Unjani Damanik, S.T.",M,1975,M1H,Tanah Abang - St. Gondangdia,0,P00056,Explorer Tanah Abang,-6.184305,106.81158,13,4/7/2023 17:45,B02972P,Pospol Jati Bunder,-6.189707,106.81317,15,4/7/2023 19:22,
KVPP448Y5F12KA,online,Daliman Lailasari,M,1986,JAK.54,Grogol - Benhil,1,B03650P,Sbr. Jln. Bendungan Hilir Gg. IV,-6.212801,106.81255,37,4/7/2023 17:00,B02970P,Pospol Bendungan Hilir,-6.213858,106.8131,38,4/7/2023 18:16,0
VFKY023O2Y11GC,dki,Talia Hidayanto,M,2005,2B,Harapan Indah - ASMI,0,B05630P,Taman Modern 1,-6.185359,106.94843,11,4/7/2023 17:54,P00191,PTC Pulo Gadung,-6.182622,106.91561,19,4/7/2023 18:59,3500
IUTO747P7D60UT,dki,"Ir. Maimunah Sudiati, S.Pt",F,1982,JAK.110A,Rusun Marunda - Terminal Terpadu Pulo Gebang,1,B04368P,Sbr. SDN Rorotan 03,-6.144294,106.95622,39,4/7/2023 17:47,B02222P,Markas Intai Amfibi Marunda,-6.114361,106.94998,66,4/7/2023 19:44,0
PEII558H7B27XJ,dki,"KH. Indra Haryanti, S.Gz",M,1969,JAK.03,Lebak Bulus - Andara,0,B00119P,Batan H Kaman,-6.296551,106.77338,4,4/7/2023 16:31,B01493P,Jln. Pinang II Pondok Labu,-6.310414,106.79665,22,4/7/2023 18:14,0
TPFY443K4C56FD,dki,Suci Hutagalung,F,1971,JAK.36,,1,B02613P,Ps. Hek 2,-6.286261,106.87094,2,4/7/2023 16:19,,SDN Dukuh 01,-6.287794,106.87406,4,4/7/2023 17:46,0
CAFN330T3G87XW,dki,Kajen Andriani,M,1984,M11,Pulo Gebang - Pulo Gadung 2,0,P00174,Perumnas Klender,-6.216689,106.93054,3,4/7/2023 16:36,P00102,Kampung Sumur,-6.214412,106.91189,6,4/7/2023 18:06,3500
DTCC210Z5F56OY,dki,drg. Cecep Rahimah,M,1982,1Q,Rempoa - Blok M,0,B03052P,Puskesmas Kel. Gunung,-6.239678,106.79024,19,4/7/2023 17:29,B06578P,Blok M Jalur 3,-6.243426,106.80188,24,4/7/2023 18:39,3500
QAKJ823H0H05GA,dki,Bakidin Putra,F,1996,JAK.50,Kalideres - Puri Kembangan,1,B03608P,Sbr. Green Puri,-6.174548,106.70682,36,4/7/2023 17:39,B03839P,Sbr. Jln. Semanan II,-6.163658,106.70524,43,4/7/2023 19:26,0
GIQV611F5M13UL,emoney,Wahyu Wibisono,F,1985,10K,Tanjung Priok - Senen via Taman BMW,1,B04789P,Simpang Danau Sunter Utara Barat,-6.139853,106.85663,25,4/7/2023 17:03,B04401P,Sbr. Sekolah Yanindo Jakarta,-6.119485,106.86672,34,4/7/2023 18:31,3500
BRWM921Q1L29TS,emoney,"dr. Restu Fujiati, S.Kom",M,1967,6N,Ragunan - Blok M via Kemang,1,B03197P,RSIA Kemang,-6.285839,106.8188,18,4/7/2023 16:26,,,,,,,3500
MCFQ325A4S28DZ,dki,Ozy Winarno,F,2011,JAK.120,JIS - Terminal Muara Angke,0,B03099P,Roda Mas Baja Intan,-6.141794,106.82785,20,4/7/2023 17:34,B05450P,St. Jayakarta 2,-6.140453,106.82291,23,4/7/2023 19:14,0
ORPY706Z1D75PZ,online,Dartono Natsir,M,2006,5C,PGC - Juanda,1,P00118,Kramat Sentiong,-6.18798,106.84595,3,4/7/2023 16:20,P00070,Gelanggang Remaja,-6.235445,106.86795,13,4/7/2023 17:17,3500
ORCQ534O8T46DF,emoney,"Kartika Habibi, S.Psi",M,1975,,,1,B02554P,Pal Batu 2,-6.224559,106.8446,3,4/7/2023 16:22,,Mega Kuningan,-6.224556,106.82677,9,4/7/2023 18:06,3500
ZWUP693B8E41LY,dki,"KH. Oskar Megantara, S.I.Kom",F,2001,JAK.44,Andara - Stasiun Universitas Pancasila,0,B03558P,Sbr. Gg. Robaya,-6.333212,106.82825,27,4/7/2023 17:03,,,,,,,0
KQRE598X0Y23LX,dki,Cawisono Permadi,F,1987,6A,Ragunan - MH Thamrin via Kuningan,1,P00048,Departemen Pertanian,-6.294641,106.82213,17,4/7/2023 16:26,P00199,Ragunan,-6.305769,106.81949,18,4/7/2023 18:01,3500
QOTP119N9N12CQ,bni,Ian Prasasta,F,1990,4F,Pinang Ranti - Pulo Gadung,1,B03681P,Sbr. Jln. Damai,-6.242744,106.90195,23,4/7/2023 16:09,B01372P,Jln. Masjid Al Wustho,-6.245281,106.90494,24,4/7/2023 17:01,3500
JVBU185U7M63CQ,dki,Tgk. Gawati Hardiansyah,M,1976,1P,Senen - Blok M,0,B04647P,Sekolah Penabur Gunung Sahari,-6.170053,106.84024,4,4/7/2023 17:12,B00360P,Flyover Karet 2,-6.214808,106.81847,25,4/7/2023 18:29,3500
CWYR656J7N94EB,online,Zalindra Rahmawati,M,1987,JAK.25,Kp. Rambutan - Kalisari,1,B06285P,Kantor Kelurahan Baru,-6.323671,106.8512,23,4/7/2023 17:42,B05071P,Simpang Pertengahan Cijantung,-6.326543,106.85613,26,4/7/2023 18:54,0
UFLI483P0O34FU,dki,"Prima Simanjuntak, S.I.Kom",M,1987,B21,Bekasi Timur - Cawang,1,B05622P,Taman Margahayu 2,-6.24846,107.02153,10,4/7/2023 17:11,B00715P,Groserindo,-6.249011,107.01686,11,4/7/2023 18:15,3500
GBTA026U5D60BK,brizzi,Karimah Salahudin,F,1992,13,Ciledug - Tendean,0,P00197,Puri Beta 1,-6.230596,106.72602,1,4/7/2023 16:49,P00106,Kebayoran Lama,-6.23834,106.77752,7,4/7/2023 18:18,3500
ZUHN572L3X90ZC,emoney,"R.A. Farhunnisa Firmansyah, M.Pd",F,1996,6B,Ragunan - MH Thamrin via Semanggi,0,P00261,Tosari,-6.196892,106.82309,14,4/7/2023 16:07,,Bundaran HI,-6.193021,106.823,15,4/7/2023 17:09,3500
CVSO653C2Z20KX,dki,R. Unggul Halimah,F,1986,JAK.64,Lenteng Agung - Aseli,0,B03371P,SDN Jagakarsa 05,-6.336947,106.81847,15,4/7/2023 16:01,B02236P,Masjid Al Birru Warrohmah,-6.336957,106.83006,22,4/7/2023 16:56,0
WMID102Y2X39OJ,brizzi,Zelda Laksita,M,2009,JAK.30,Grogol - Meruya via Roxy,0,B03969P,Sbr. Komplek DPR III,-6.215021,106.73294,61,4/7/2023 17:24,,Perumahan Walikota Jakbar 2,-6.213297,106.72492,67,4/7/2023 19:02,0
MFEB274I2V85WJ,dki,R.A. Rahmi Firmansyah,M,1984,,,0,B05573P,Taman Asem PPSU Tj. Priok,-6.117021,106.86998,5,4/7/2023 16:49,B05986P,Masjid Bahari 1,-6.12411,106.8132,34,4/7/2023 17:49,0
GORG500S9A91TV,brizzi,Warsa Gunawan,F,1986,5B,Stasiun Tebet - BNN,1,P00297,BNN LRT,-6.245863,106.871143,1,4/7/2023 17:07,B05510P,St. Tebet 1,-6.225576,106.85862,7,4/7/2023 18:46,3500
YTDS584K3P04FD,dki,"R. Sadina Sinaga, S.Psi",F,1992,JAK.16,,1,,Jln. Ikan Hias Batu Ampar,-6.27255,106.86272,26,4/7/2023 17:47,B00410P,Gg. Ayama,-6.27204,106.8671,29,4/7/2023 19:06,0
NOLV962H7Z05RD,dki,Sadina Lailasari,F,1987,3,Kalideres - Bundaran HI via Veteran,1,P00050,Dispenda Samsat Barat,-6.154634,106.7381,9,4/7/2023 16:07,P00175,Pesakih,-6.154803,106.71527,13,4/7/2023 17:29,3500
RUDM220V4M82YT,flazz,"Dt. Vinsen Budiyanto, S.H.",F,2009,3,Kalideres - Bundaran HI via Veteran,0,P00074,Grogol 1,-6.166824,106.78971,10,4/7/2023 16:07,P00025,Bundaran HI,-6.193021,106.823,14,4/7/2023 17:01,3500
PNZU969S8I95NC,dki,Jaya Narpati,M,2005,JAK.06,Kampung Rambutan - Pondok Gede,1,B02363P,Masjid Nur Alimin 2,-6.302584,106.91756,30,4/7/2023 16:34,B02929P,Pondok Molek,-6.284344,106.90862,50,4/7/2023 18:09,0
QYHN411H0O26YB,online,Zelda Wibowo,M,1989,11D,Pulo Gebang - Pulo Gadung 2 via PIK,1,B03101P,Romantis PIK Penggilingan,-6.205114,106.92803,21,4/7/2023 16:44,P00270,Walikota Jakarta Timur,-6.21254,106.94537,30,4/7/2023 17:45,3500
TLKW059U7H46AG,online,Lili Suryatmi,M,1968,JAK.85,Bintara - Cipinang Indah,0,B03019P,Puri Swadaya,-6.23716,106.91961,26,4/7/2023 16:36,,,,,,,0
KPLO440G8F93XO,dki,Unjani Mulyani,F,1987,M6,Ragunan - MH Thamrin,0,P00121,Kuningan Timur,-6.234731,106.82902,10,4/7/2023 16:10,P00199,Ragunan,-6.305769,106.81949,20,4/7/2023 17:03,3500
DYUQ129L7D87LZ,dki,Tgk. Hamzah Hutagalung,M,1986,3C,Rusun Kapuk Muara - Penjaringan,1,P00170,Penjaringan,-6.126306,106.79203,0,4/7/2023 16:49,B03277P,Rusun Kapuk Muara,-6.135667,106.76299,1,4/7/2023 18:34,0
REVY791O0B97TP,flazz,Winda Puspita,M,1959,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,1,B03014P,Puri Imperium,-6.210463,106.83229,10,4/7/2023 16:35,B04907P,Simpang Kawi Raya,-6.209476,106.83322,11,4/7/2023 18:15,3500
BJEQ295T7G77KC,dki,Nova Puspasari,F,1965,12A,Pelabuhan Kaliadem - Kota,1,P00098,Kali Besar Barat,-6.135355,106.81143,1,4/7/2023 17:30,B02492P,Muara Karang Raya,-6.116812,106.78016,13,4/7/2023 19:02,3500
OYGW104J6R67BF,brizzi,Paulin Nugroho,M,1984,JAK.39,Kalimalang - Duren Sawit,1,B00628P,Gereja HKBP Duren Sawit,-6.223308,106.91369,23,4/7/2023 16:39,B05147P,Simpang Serdang Swadaya Raya 1,-6.227331,106.9148,25,4/7/2023 17:52,0
UQKS577V9P93CR,dki,"H. Rangga Santoso, S.Farm",M,1973,9A,PGC 2 - Grogol 2,0,P00143,Pancoran Barat Arah Barat,-6.241672,106.8372,9,4/7/2023 17:44,P00227,Slipi Petamburan Arah Utara,-6.20203,106.79989,15,4/7/2023 19:12,3500
HZGT229N6Z79YL,dki,"Zizi Santoso, M.Kom.",M,1970,M3,Kalideres - Bundaran HI via Veteran,1,P00137,Monas,-6.176248,106.82286,13,4/7/2023 17:12,P00256,MH Thamrin,-6.188149,106.82299,15,4/7/2023 19:02,3500
WSYY360K6M44TT,brizzi,Intan Usada,M,1992,JAK.26,Rawamangun - Duren Sawit,0,B00562P,Gg. Subuh,-6.211257,106.89058,32,4/7/2023 17:11,B04776P,Simpang Cipinang Kebembem 1,-6.207671,106.88522,40,4/7/2023 18:36,0
XSYB517Y7R31CU,emoney,"Kamaria Megantara, S.IP",M,1997,9H,Blok M - Universitas Indonesia,0,B02678P,Ps. Santa,-6.238971,106.8126,38,4/7/2023 17:38,B05744P,Tirtayasa 1,-6.239279,106.80756,40,4/7/2023 18:32,3500
AGDP328C1O03RB,brizzi,Cemeti Padmasari,F,1993,7C,Cibubur - BKN,0,B00248P,Cibubur Junction,-6.368735,106.89366,0,4/7/2023 16:56,P00016,BKN,-6.257751,106.87,1,4/7/2023 18:38,3500
WVKJ398T6T82UR,dki,"Gamanto Maheswara, S.H.",F,1974,JAK.42,Kampung Melayu - Pondok Kelapa,0,B02604P,Ps. Enjo 2,-6.214775,106.87785,7,4/7/2023 16:28,B02070P,Komplek Wijaya Kusuma 1,-6.229588,106.90531,29,4/7/2023 18:09,0
NALY881P7K35QC,dki,Nalar Winarno,F,1982,8C,Kebayoran Lama - Tanah Abang,0,B05837P,Univ. Satya Negara,-6.241863,106.78286,1,4/7/2023 16:59,P00083,Jak Lingko Tanah Abang,-6.185496,106.81105,29,4/7/2023 18:56,3500
QVOP809N2B68ZQ,dki,Indah Habibi,M,1979,8,Lebak Bulus - Pasar Baru via Tomang,0,P00282,Grogol 2 Arah Selatan,-6.167435,106.78856,18,4/7/2023 16:40,P00147,Pasar Baru,-6.166129,106.83483,25,4/7/2023 18:29,3500
WFUX118T2X11YB,dki,Ilyas Rahimah,F,1984,JAK.21,Cililitan - Dwikora,1,B00255P,Cililitan Besar 1,-6.263567,106.86709,30,4/7/2023 16:29,B02828P,PGC Dalam,-6.261841,106.8657,31,4/7/2023 17:47,0
CVOY099Y3I98DC,dki,Hendra Andriani,M,1992,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,0,B06660P,Kasi Dikdas 1,-6.222363,106.92318,11,4/7/2023 17:53,B06662P,Jln. I Gusti Ngurah Rai 1,-6.216178,106.92742,16,4/7/2023 19:47,0
ZVOW328O8K77TB,dki,Martaka Wijaya,M,1989,JAK.54,Grogol - Benhil,1,B04293P,Sbr. RS Pelni Petamburan,-6.192916,106.80556,23,4/7/2023 16:14,B00311P,Dipo Tower,-6.203007,106.80074,30,4/7/2023 18:02,0
THIF012O6S54QQ,dki,Indra Laksmiwati,M,1987,JAK.43B,Tongtek - Tebet Eco Park (TEP) - Cililitan,0,B00591P,Gebu Minang,-6.225359,106.85576,11,4/7/2023 16:08,B05920P,Yayasan Mambaul Ula,-6.25935,106.8643,26,4/7/2023 17:14,0
ZUWU498R1O45NV,emoney,Estiono Simbolon,F,1994,JAK.80,Rawa Buaya - Rawa Kompeni,0,B05090P,Simpang Prepedan Benda Raya,-6.106575,106.70192,25,4/7/2023 17:53,B02485P,MTsN 37,-6.09791,106.70237,39,4/7/2023 19:22,0
ELZT760X8Z88LX,dki,Vera Saputra,M,1991,JAK.11,Tanah Abang - Kebayoran Lama,1,B01306P,Jln. KS Tubun II,-6.1919,106.80579,36,4/7/2023 17:47,B02505P,Museum Textile,-6.188656,106.80954,39,4/7/2023 18:56,0
TJUD718L6Y17MB,dki,R. Viktor Winarno,F,1999,4E,Rusun Jatinegara Kaum - Pulo Gadung,1,B00041P,Ananda Pulo Gadung,-6.185254,106.90716,2,4/7/2023 16:57,B02847P,Pintu Kawasan 1,-6.189631,106.90646,4,4/7/2023 18:45,0
AIBN453F0I91ME,dki,Laila Pratama,F,1986,S31,Bintaro - Fatmawati,0,B00148P,Bintaro Xchange,-6.286813,106.72865,0,4/7/2023 17:13,B05488P,St. MRT Fatmawati,-6.292589,106.7936,2,4/7/2023 18:19,20000
KITZ933U8E99ND,dki,Sutan Bahuwarna Uyainah,M,1996,JAK.23,Senen - Pisangan Baru,1,B06129P,BPPK Jakarta,-6.189843,106.858846,16,4/7/2023 16:28,B03201P,RSPAD 3,-6.175462,106.83922,32,4/7/2023 18:09,0
WUCN490O7Z42RJ,dki,Kamila Puspita,F,2003,6V,Ragunan - Gelora Bung Karno,0,P00053,Duren Tiga,-6.252377,106.82697,8,4/7/2023 16:46,P00254,Tendean,-6.240213,106.83102,10,4/7/2023 17:44,3500
UZCB427M5E95XH,dki,Iriana Riyanti,M,1996,JAK.50,Kalideres - Puri Kembangan,1,B01334P,Jln. Madrasah I Bojong Raya,-6.168523,106.7341,11,4/7/2023 17:30,B04479P,Sbr. SMPN 205,-6.170212,106.70691,38,4/7/2023 19:05,0
FMZZ028Y2S77ZJ,online,R.M. Langgeng Nashiruddin,F,2008,M4,Pulo Gadung 2 - Dukuh Atas 2,1,P00269,Velodrome,-6.193468,106.8883,10,4/7/2023 17:00,P00193,Pulo Gadung 2,-6.183098,106.90872,15,4/7/2023 17:57,3500
MHOG417Q5T90PZ,dki,Samsul Iswahyudi,F,2005,JAK.46,Pasar Minggu - Jagakarsa,1,B00485P,Gg. H. Yusuf Jati Pdang,-6.292902,106.8287,13,4/7/2023 17:45,B01407P,Jln. Mujair Raya,-6.299485,106.83347,16,4/7/2023 19:17,0
JWYC101T1T30SX,dki,Hendra Simbolon,M,1984,JAK.17,Senen - Pulo Gadung,1,B03329P,SD Paskalis 1,-6.177104,106.84827,7,4/7/2023 17:31,B05108P,Simpang Rawasari Ahmad Yani,-6.187726,106.87473,33,4/7/2023 18:57,0
BFJK904N9C88SR,dki,Titi Prasetya,F,2002,1P,Senen - Blok M,1,B00222P,Bundaran Senayan 2,-6.227877,106.80068,3,4/7/2023 17:56,B00694P,Grand Sahid,-6.210975,106.82059,10,4/7/2023 19:15,3500
